URL,url_length,has_ip_address,has_at_symbol,num_dots,num_hyphens,num_subdomains,is_https,has_port,url_depth,has_double_slash_redirect,domain_length,has_suspicious_keywords,path_length,query_length,num_special_chars,tld_in_path,domain_age_days,is_shortened_url,num_digits_in_domain,has_valid_ssl,Label
people.zap2it.com/p/ethan-hawke/20237,37,0,0,2,0,0,0,0,3,0,0,0,37,0,0,1,-1,0,0,0,good
events.marinij.com/oakland-ca/venues/show/6105-african-american-museum-and-library,82,0,0,2,0,0,0,0,4,0,0,0,82,0,0,1,-1,0,0,0,good
konto-sicherheitscheck-web.de/de/52731/index.php,48,0,0,2,0,0,0,0,3,0,0,0,48,0,0,0,-1,0,0,0,bad
randomrecipe.ca/,16,0,0,1,0,0,0,0,1,0,0,0,16,0,0,0,-1,0,0,0,good
subscene.com/The-Kids-Are-All-Right/subtitles-85324.aspx,56,0,0,2,0,0,0,0,2,0,0,0,56,0,0,1,-1,0,0,0,good
whataboutu.com/list_Nance+Oneil~3543.html,41,0,0,2,0,0,0,0,1,0,0,0,41,0,0,1,-1,0,0,0,good
terra.com/deportes/articulo/html/fox378145.htm,46,0,0,2,0,0,0,0,4,0,0,0,46,0,0,1,-1,0,0,0,good
en.wikipedia.org/wiki/McCarthy_Tetrault,39,0,0,2,0,0,0,0,2,0,0,0,39,0,0,1,-1,0,0,0,good
whosdatedwho.com/tpx_31545/david-hyde-pierce/,45,0,0,1,0,0,0,0,3,0,0,0,45,0,0,1,-1,0,0,0,good
maderaslotito.cl/home/remax/remax/index.htm,43,0,0,2,0,0,0,0,4,0,0,0,43,0,0,0,-1,0,0,0,bad
abbaymedia.com/News/?p=6953,27,0,0,1,0,0,0,0,2,0,0,0,20,6,2,1,-1,0,0,0,good
everydaycareer.com/wp-content/uploads/index_files/gr/us-mg5.mail.yahoo.com/pass.php,83,0,0,5,0,0,0,0,6,0,0,0,83,0,0,1,-1,0,0,0,bad
boston.sbnation.com/boston-bruins/2011/11/7/2546006/daniel-paille-injury-boston-bruins-nhl-news,95,0,0,2,0,0,0,0,6,0,0,0,95,0,0,1,-1,0,0,0,good
sherdog.com/fighter/Kevin-Morin-48127,37,0,0,1,0,0,0,0,2,0,0,0,37,0,0,1,-1,0,0,0,good
ta-zikra.com/images/gbweb.zip,29,0,0,2,0,0,0,0,2,0,0,0,29,0,0,1,-1,0,0,0,bad
sportsillustrated.cnn.com/vault/article/magazine/MAG1119644/index.htm,69,0,0,3,0,0,0,0,5,0,0,0,69,0,0,1,-1,0,0,0,good
talkgeektome.us/gopher.xhtml,28,0,0,2,0,0,0,0,1,0,0,0,28,0,0,0,-1,0,0,0,good
co-we.com/chapters/trade/1/Alibaba.html?upn=aFFGG0x8ODuOBzUMOk6zm-2FVz7vO6KAoFwnwyeOyEuzcbpbxNpPCqe6uRmwpwWWqjwrMLozkmChzU0BrmELOswG7HgCEdDFtjnKEtZOOxsspClXSj6lngTyyq8BfD2UbytsmfX3DTsp7p3MFW9zDEMZIWaFJUn-2BKBGDgRgGyUkA0-3D_arCA1256TYNsoiqEro5zuNDsg7Er-2BYN7xXwnjcNUbMc33rsK-2B5HnQ-2B96fH3cZSoPEfy94H-2FNAv9Yd-2FV5qkQiMjF1OspHPJKxPuLs6U5ua6lzZkHMYQ-2BMdiW2bBYQM2E8qFERoCLJ3CbM3Zci5JTzMuE5LQottJOHIXooCdrtWEMhdsnN0HZiEXd-2FCoDZgSBNJDqMoyAmDR2K1XCR53MhTLG-2BqeKkGi-2FRLLuJMfwaSMY-3D,479,0,0,2,0,0,0,0,4,0,0,0,39,439,2,1,-1,0,0,0,bad
reference.com/browse/Jean+Marie+Butler,38,0,0,1,0,0,0,0,2,0,0,0,38,0,0,1,-1,0,0,0,good
administracaobb.uni7.net/,25,0,0,2,0,0,0,0,1,0,0,0,25,0,0,1,-1,0,0,0,bad
baseball-almanac.com/players/player.php?p=lowerte01,51,0,0,2,0,0,0,0,2,0,0,0,39,11,2,1,-1,0,0,0,good
en.wikipedia.org/wiki/MathML,28,0,0,2,0,0,0,0,2,0,0,0,28,0,0,1,-1,0,0,0,good
49st.com/venue/mirella-and-lino-saputo-theatre,46,0,0,1,0,0,0,0,2,0,0,0,46,0,0,1,-1,0,0,0,good
www.psrinc.com/Salary.htm,25,0,0,3,0,0,0,0,1,0,0,0,25,0,0,1,-1,0,0,0,good
kbczvezdara.rs/mine/Aol%20pagehtml,34,0,0,1,0,0,0,0,2,0,0,0,34,0,1,0,-1,0,0,0,bad
astra.createscott.com/stats/,28,0,0,2,0,0,0,0,2,0,0,0,28,0,0,1,-1,0,0,0,bad
stars.nhl.com/club/player.htm?id=8475163,40,0,0,3,0,0,0,0,2,0,0,0,29,10,2,1,-1,0,0,0,good
articles.philly.com/2011-10-22/sports/30309996_1_temple-official-visit-owls,75,0,0,2,0,0,0,0,3,0,0,0,75,0,0,1,-1,0,0,0,good
mygreenstone.ca/security/secure-code7/security/login.php,56,0,0,2,0,0,0,0,4,0,0,1,56,0,0,0,-1,0,0,0,bad
tshaonline.org/handbook/online/articles/hcm01,45,0,0,1,0,0,0,0,4,0,0,0,45,0,0,1,-1,0,0,0,good
accesshollywood.com/william-shatner,35,0,0,1,0,0,0,0,1,0,0,0,35,0,0,1,-1,0,0,0,good
newyorktraveler.net/cherry-valley-gorge-and-judds-falls/,56,0,0,1,0,0,0,0,2,0,0,0,56,0,0,1,-1,0,0,0,good
amazon.com/Godzilla-Japanese-Masahiro-Matsuoka-Kikukawa/dp/B001XUPZN8,69,0,0,1,0,0,0,0,3,0,0,0,69,0,0,1,-1,0,0,0,good
bleacherreport.com/articles/858794-missouri-tigers-football-will-tigers-success-continue-in-sec,95,0,0,1,0,0,0,0,2,0,0,0,95,0,0,1,-1,0,0,0,good
brynncampbell.com/cache/domain/secure-domains/document/YourFile.htm,67,0,0,2,0,0,0,0,5,0,0,1,67,0,0,1,-1,0,0,0,bad
heraldstandard.com/news/obituaries/norwood-lee-glaspie-woody/article_f0430e9d-9df8-5617-bf97-be22fdaf0a16.html,110,0,0,2,0,0,0,0,4,0,0,0,110,0,0,1,-1,0,0,0,good
download-tvshows.com/tv-downloads.html,38,0,0,2,0,0,0,0,1,0,0,0,38,0,0,1,-1,0,0,0,good
lib.berkeley.edu/MRC/scifibib.html,34,0,0,3,0,0,0,0,2,0,0,0,34,0,0,0,-1,0,0,0,good
syamasahithi.com/8fh34f3,24,0,0,1,0,0,0,0,1,0,0,0,24,0,0,1,-1,0,0,0,bad
192.com/atoz/people/joy/robert/,31,0,0,1,0,0,0,0,5,0,0,0,31,0,0,1,-1,0,0,0,good
hockeydb.com/ihdb/stats/leagues/seasons/teams/0013292003.html,61,0,0,2,0,0,0,0,6,0,0,0,61,0,0,1,-1,0,0,0,good
www.ppok.asia/login/en/index.htm,32,0,0,3,0,0,0,0,3,0,0,1,32,0,0,0,-1,0,0,0,bad
signonsandiego.com/uniontrib/20050409/news_1m9bronfman.html,59,0,0,2,0,0,0,0,3,0,0,0,59,0,0,1,-1,0,0,0,good
flashcritic.com/state-report-reveal-130-websites-used-travel,60,0,0,1,0,0,0,0,1,0,0,0,60,0,0,1,-1,0,0,0,bad
creditunionsonline.com/credit-union-7010.html,45,0,0,2,0,0,0,0,1,0,0,0,45,0,0,1,-1,0,0,0,good
tools.ietf.org/html/rfc2848,27,0,0,2,0,0,0,0,2,0,0,0,27,0,0,1,-1,0,0,0,good
stjamesbrampton.ca/contacts.htm,31,0,0,2,0,0,0,0,1,0,0,0,31,0,0,0,-1,0,0,0,good
www.linuxdevcenter.com/pub/a/linux/2001/10/25/ruby.html,55,0,0,3,0,0,0,0,7,0,0,0,55,0,0,1,-1,0,0,0,good
platinumwindowcleaning.com/wp-content/plugins/wpsecone/cmd.php?usernse,70,0,0,2,0,0,0,0,4,0,0,0,62,7,1,1,-1,0,0,0,bad
orlandodiocese.org/,19,0,0,1,0,0,0,0,1,0,0,0,19,0,0,1,-1,0,0,0,good
sys-con.com/node/2041525,24,0,0,1,0,0,0,0,2,0,0,0,24,0,0,1,-1,0,0,0,good
paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.5885d800db1f8e26load.5885d80.horsecanvaswoolsupplies.com.au/paypal/53bad4b09aed254a0528004cbe7fb881/,241,0,0,14,0,0,0,0,3,0,0,1,241,0,0,1,-1,0,0,0,bad
www.sznorinco.com/shovel,24,0,0,2,0,0,0,0,1,0,0,0,24,0,0,1,-1,0,0,0,good
sdsufans.com/board/showthread.php?11176-Batten-in-a-numbers-game/page3,70,0,0,2,0,0,0,0,2,0,0,0,33,36,1,1,-1,0,0,0,good
servicepro.in/login/dropbox/,28,0,0,1,0,0,0,0,3,0,0,1,28,0,0,0,-1,0,0,0,bad
trade.mitc.mw/libraries/nls/excel/excel/,40,0,0,2,0,0,0,0,5,0,0,0,40,0,0,0,-1,0,0,0,bad
www.delphi-central.com/tutorials1.aspx,38,0,0,3,0,0,0,0,1,0,0,0,38,0,0,1,-1,0,0,0,good
mc.catholic.edu.au/,19,0,0,3,0,0,0,0,1,0,0,0,19,0,0,0,-1,0,0,0,good
sympatico.ca/lfsc.res/chouineArticles.html,42,0,0,3,0,0,0,0,2,0,0,0,42,0,0,0,-1,0,0,0,good
4shared.com/audio/5ih9jJRX/RahXephon_-_Yume_no_Tamago.html,58,0,0,2,0,0,0,0,3,0,0,0,58,0,0,1,-1,0,0,0,good
freebase.com/view/en/quebecor_world,35,0,0,1,0,0,0,0,3,0,0,0,35,0,0,1,-1,0,0,0,good
youtube.com/watch?v=km1-6CGszto,31,0,0,1,0,0,0,0,1,0,0,0,17,13,2,1,-1,0,0,0,good
en.wikipedia.org/wiki/Limocar,29,0,0,2,0,0,0,0,2,0,0,0,29,0,0,1,-1,0,0,0,good
tudorbritain.org/,17,0,0,1,0,0,0,0,1,0,0,0,17,0,0,1,-1,0,0,0,good
onesource.com/free/Gilles-Lepine/People/Profile/42873269-10,59,0,0,1,0,0,0,0,5,0,0,0,59,0,0,1,-1,0,0,0,good
allstarpics.net/pic-gallery/erin-moran-pics.htm,47,0,0,2,0,0,0,0,2,0,0,0,47,0,0,1,-1,0,0,0,good
gkjx168.com/images?http://us.battle.net/login/en/?ref=http://uqpzemuus.battle.net/d3/en/index&amp;app=com-d3,108,0,0,5,0,0,0,0,1,1,0,1,18,89,5,1,-1,0,0,0,bad
socialnetwork95039.p.ht/socialnetwork1/yahoo.html,49,0,0,3,0,0,0,0,2,0,0,0,49,0,0,0,-1,0,0,0,bad
lbjmq.com/,10,0,0,1,0,0,0,0,1,0,0,0,10,0,0,1,-1,0,0,0,good
foxallaccess.blogs.fox.com/2011/10/28/win-a-trip-to-see-%e2%80%98the-x-factor%e2%80%99-in-los-angeles/,102,0,0,3,0,0,0,0,5,0,0,0,102,0,6,1,-1,0,0,0,good
'lanraid.com/secure/Alibaba\%20Productlist/',44,0,0,1,0,0,0,0,3,0,0,1,44,0,1,1,-1,0,0,0,bad
bit.ly/19ZHA8D,14,0,0,1,0,0,0,0,1,0,0,0,14,0,0,0,-1,0,0,0,bad
math.dartmouth.edu/~euler/historica/places/london.html,54,0,0,3,0,0,0,0,4,0,0,0,54,0,0,0,-1,0,0,0,good
newswithviews.com/baldwin/baldwin396.htm,40,0,0,2,0,0,0,0,2,0,0,0,40,0,0,1,-1,0,0,0,good
xceramics.com/g766d4ft,22,0,0,1,0,0,0,0,1,0,0,0,22,0,0,1,-1,0,0,0,bad
phoenix.edu/admissions/transfer_information/transfer-guides/courses/oh/james_a_rhodes_state_college.html,104,0,0,2,0,0,0,0,6,0,0,0,104,0,0,0,-1,0,0,0,good
looktothepast.com/stclairbios.html,34,0,0,2,0,0,0,0,1,0,0,0,34,0,0,1,-1,0,0,0,good
down.upgamecdn.com/testapk/cong08282100_127.apk,47,0,0,3,0,0,0,0,2,0,0,0,47,0,0,1,-1,0,0,0,bad
concordwest88.com/css/yui/ii.php?rand=13InboxLightaspxn.1774256418,66,0,0,3,0,0,0,0,3,0,0,0,32,33,2,1,-1,0,0,0,bad
scsofiaspb.ru/services/40.exe,29,0,0,2,0,0,0,0,2,0,0,0,29,0,0,0,-1,0,0,0,bad
oldies.com/product-view/77851N.html,35,0,0,2,0,0,0,0,2,0,0,0,35,0,0,1,-1,0,0,0,good
cet.hu/tuuns/8c24b8bb251a8b08fc66352f4cbff8e2/inscription/index.php,67,0,0,2,0,0,0,0,4,0,0,0,67,0,0,0,-1,0,0,0,bad
heroeswiki.com/Adam_Kane,24,0,0,1,0,0,0,0,1,0,0,0,24,0,0,1,-1,0,0,0,good
law.cornell.edu/nyctap/I93_0275.htm,35,0,0,3,0,0,0,0,2,0,0,0,35,0,0,0,-1,0,0,0,good
flickr.com/photos/26984546@N07/sets/72157620652625256/,54,0,1,1,0,0,0,0,5,0,0,0,54,0,1,1,-1,0,0,0,good
www.alphasierrapapa.com/IisDev/Components/RegServer/,52,0,0,2,0,0,0,0,4,0,0,0,52,0,0,1,-1,0,0,0,good
theglobeandmail.com/places/quebec-ridings/election-fed2011/r24002/,66,0,0,1,0,0,0,0,5,0,0,0,66,0,0,1,-1,0,0,0,good
mimi-gallery.com/,17,0,0,1,0,0,0,0,1,0,0,0,17,0,0,1,-1,0,0,0,good
www.ess.co.at/IQEM/,19,0,0,3,0,0,0,0,2,0,0,0,19,0,0,0,-1,0,0,0,good
stats.theahl.com/stats/game-summary.php?game_id=1002827,55,0,0,3,0,0,0,0,2,0,0,0,39,15,2,1,-1,0,0,0,good
www3.sympatico.ca/kappapsi/,27,0,0,2,0,0,0,0,2,0,0,0,27,0,0,0,-1,0,0,0,good
en.wikipedia.org/wiki/William_E._Dargie,39,0,0,3,0,0,0,0,2,0,0,0,39,0,0,1,-1,0,0,0,good
mylife.com/high-schools/mo/kansas-city/notre-dame-de-sion-prep-school/,70,0,0,1,0,0,0,0,5,0,0,0,70,0,0,1,-1,0,0,0,good
crr-medvezonok.ru/about/pm.dll,30,0,0,2,0,0,0,0,2,0,0,0,30,0,0,0,-1,0,0,0,bad
tools.ietf.org/html/rfc124,26,0,0,2,0,0,0,0,2,0,0,0,26,0,0,1,-1,0,0,0,good
aaretroleague.com/1962_transactions.htm,39,0,0,2,0,0,0,0,1,0,0,0,39,0,0,1,-1,0,0,0,good
en.goldenmap.com/KSMO-TV,24,0,0,2,0,0,0,0,1,0,0,0,24,0,0,1,-1,0,0,0,good
macombdaily.com/articles/2010/05/18/sports/preps/srv0000008300222.txt,69,0,0,2,0,0,0,0,7,0,0,0,69,0,0,1,-1,0,0,0,good
hallitsemallatake0.southchandlerhomesforsale.com/set.mvc?either=&do=Jpb&generally=&receive=_aTe&line=YPO8Assnx7JjyAWpe-ZnRZiQldrQE35PdyokmBJJm,142,0,0,3,0,0,0,0,1,0,0,0,56,85,10,1,-1,0,0,0,bad
www.pinballrebel.com/game/pins/pins.htm,39,0,0,3,0,0,0,0,3,0,0,0,39,0,0,1,-1,0,0,0,good
latimesblogs.latimes.com/greenspace/2010/06/california-biofuel-companies-land-on-list-of-30-transformative-technologies.html,124,0,0,3,0,0,0,0,4,0,0,0,124,0,0,1,-1,0,0,0,good
xpcwwlauo.pw/apache_handler.php,31,0,0,2,0,0,0,0,1,0,0,0,31,0,0,0,-1,0,0,0,bad
yak.by/newp/ii.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=abuse@coolhosting.ws&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,238,0,1,15,0,0,0,0,2,0,0,0,18,194,24,0,-1,0,0,0,bad
funtrivia.com/en/Movies/Bewitched-16506.html,44,0,0,2,0,0,0,0,3,0,0,0,44,0,0,1,-1,0,0,0,good
colinmuir.com/,14,0,0,1,0,0,0,0,1,0,0,0,14,0,0,1,-1,0,0,0,good
stltoday.com/news/local/metro/article_8bb2d46e-f65a-11e0-8705-001a4bcf6878.html,79,0,0,2,0,0,0,0,4,0,0,0,79,0,0,1,-1,0,0,0,good
papyal.net84.net/,17,0,0,2,0,0,0,0,1,0,0,0,17,0,0,1,-1,0,0,0,bad
maxparkblog.blogspot.com/2010/12/maxwell-parks-most-famous-resident.html,72,0,0,3,0,0,0,0,3,0,0,0,72,0,0,1,-1,0,0,0,good
kscourts.org/dstcts/4comrech.htm,32,0,0,2,0,0,0,0,2,0,0,0,32,0,0,1,-1,0,0,0,good
www.networkcomputing.com/netdesign/ip101.html,45,0,0,3,0,0,0,0,2,0,0,0,45,0,0,1,-1,0,0,0,good
www.angelfire.com/mi3/chickenfreak2000/index.html,49,0,0,3,0,0,0,0,3,0,0,0,49,0,0,1,-1,0,0,0,good
predominantlyorange.com/,24,0,0,1,0,0,0,0,1,0,0,0,24,0,0,1,-1,0,0,0,good
bbt.zqkf.cc/introduce/qiaokeli/dierlei/2013/0906/js/home/htm/cadastro/portalcopa/cielo/?Cadastros,97,0,0,2,0,0,0,0,12,0,0,0,87,9,1,0,-1,0,0,0,bad
www.seiren.com/english/index.html,33,0,0,3,0,0,0,0,2,0,0,0,33,0,0,1,-1,0,0,0,good
partyeazy.com/8fh34f3?ypagfHWf=vCoSRJLxbu,41,0,0,1,0,0,0,0,1,0,0,0,21,19,2,1,-1,0,0,0,bad
myspace.com/seiu_uhw,20,0,0,1,0,0,0,0,1,0,0,0,20,0,0,1,-1,0,0,0,good
whois415.com/,13,0,0,1,0,0,0,0,1,0,0,0,13,0,0,1,-1,0,0,0,good
rottentomatoes.com/celebrity/john_ritter/,41,0,0,1,0,0,0,0,3,0,0,0,41,0,0,1,-1,0,0,0,good
thesudburystar.com/ArticleDisplay.aspx?e=2799762,48,0,0,2,0,0,0,0,1,0,0,0,38,9,2,1,-1,0,0,0,good
feuchtwiesen-stoerche-bodensee.net/wp-content/themes/kihon/lib/font-awesome/css/genesis,87,0,0,1,0,0,0,0,7,0,0,0,87,0,0,1,-1,0,0,0,bad
usatoday.com/life/movies/reviews/2010-03-19-greenberg19_ST_N.htm,64,0,0,2,0,0,0,0,4,0,0,0,64,0,0,1,-1,0,0,0,good
enotes.com/topic/List_of_Major_League_Baseball_retired_numbers,62,0,0,1,0,0,0,0,2,0,0,0,62,0,0,1,-1,0,0,0,good
abacci.com/wikipedia/mobileindex.php?let=MAS,44,0,0,2,0,0,0,0,2,0,0,0,36,7,2,1,-1,0,0,0,good
djangofest.com/sf/home.htm,26,0,0,2,0,0,0,0,2,0,0,0,26,0,0,1,-1,0,0,0,good
unjustotor.com/zapoy/gate.php/,30,0,0,2,0,0,0,0,3,0,0,0,30,0,0,1,-1,0,0,0,bad
yu1paintingco.com/6pymdeder6,28,0,0,1,0,0,0,0,1,0,0,0,28,0,0,1,-1,0,0,0,bad
facebook.com/people/Rob-Kimmons/1449991149,42,0,0,1,0,0,0,0,3,0,0,0,42,0,0,1,-1,0,0,0,good
paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.login.efzg5epalog-in.thetoolshed.beastnode.org/,177,0,0,14,0,0,0,0,1,0,0,1,177,0,0,1,-1,0,0,0,bad
freespace.virgin.net/alan.foum/index.htm,40,0,0,4,0,0,0,0,2,0,0,0,40,0,0,1,-1,0,0,0,good
extremedodgeballhamilton.com/v3/?page_id=38,43,0,0,1,0,0,0,0,2,0,0,0,32,10,2,1,-1,0,0,0,good
musicstack.com/album/bruno_walter/brahms_variations_wagner_siegf,64,0,0,1,0,0,0,0,3,0,0,0,64,0,0,1,-1,0,0,0,good
trailerfan.com/name/guy_riedel,30,0,0,1,0,0,0,0,2,0,0,0,30,0,0,1,-1,0,0,0,good
paypal.com.us.cgi-bin.webscr.cmd.login-run.5885d80a13c0db1f8e263663d3wi892ee8dcbdhe788a5.spirit-inspired.com/b83a882fd828ee91a5650007fd608b92/cmd=_login-submit&amp;dispatch=58e263663d35d8880a13c0d3c0db1f8e95a86f1d2a303f6e7135c0ac0b6336d4e3cc4de9e3/,248,0,0,9,0,0,0,0,3,0,0,1,248,0,3,1,-1,0,0,0,bad
steelbay.in/blog/indexmailudooooa.html,38,0,0,2,0,0,0,0,2,0,0,0,38,0,0,0,-1,0,0,0,bad
imdb.com/name/nm0809625/bio,27,0,0,1,0,0,0,0,3,0,0,0,27,0,0,1,-1,0,0,0,good
hockeydb.com/ihdb/draft/nhl1983e.html,37,0,0,2,0,0,0,0,3,0,0,0,37,0,0,1,-1,0,0,0,good
angelfire.com/planet/pictures01/main.html,41,0,0,2,0,0,0,0,3,0,0,0,41,0,0,1,-1,0,0,0,good
s3-ap-southeast-1.amazonaws.com/onekeysdk/downloaderUpdate/downloader_201502121005_242nogame.apk,96,0,0,3,0,0,0,0,3,0,0,1,96,0,0,1,-1,0,0,0,bad
www.herdamultimedia.com/resulta.php,35,0,0,3,0,0,0,0,1,0,0,0,35,0,0,1,-1,0,0,0,bad
kincardine.net/,15,0,0,1,0,0,0,0,1,0,0,0,15,0,0,1,-1,0,0,0,good
www.symantec.com/norton/systemworks-basic-edition,49,0,0,2,0,0,0,0,2,0,0,0,49,0,0,1,-1,0,0,0,good
trueknowledge.com/q/where_was_john_cooper_born,46,0,0,1,0,0,0,0,2,0,0,0,46,0,0,1,-1,0,0,0,good
www.indepthinfo.com/checkers/,29,0,0,2,0,0,0,0,2,0,0,0,29,0,0,1,-1,0,0,0,good
usecoetut.ru/zapoy/gate.php,27,0,0,2,0,0,0,0,2,0,0,0,27,0,0,0,-1,0,0,0,bad
newportbeachfilmfest.blogspot.com/2011/04/nbff-filmmaker-five-with-nick-stagliano.html,86,0,0,3,0,0,0,0,3,0,0,0,86,0,0,1,-1,0,0,0,good
spokeo.com/Robert+Choquette,27,0,0,1,0,0,0,0,1,0,0,0,27,0,0,1,-1,0,0,0,good
webprocess.astahost.com/at/s.html,33,0,0,3,0,0,0,0,2,0,0,0,33,0,0,1,-1,0,0,0,bad
answers.com/topic/1912,22,0,0,1,0,0,0,0,2,0,0,0,22,0,0,1,-1,0,0,0,good
www.rtsecurity.com/products/rshut/,34,0,0,2,0,0,0,0,3,0,0,0,34,0,0,1,-1,0,0,0,good
knowledge.wharton.upenn.edu/article.cfm?articleid=981,53,0,0,4,0,0,0,0,1,0,0,0,39,13,2,0,-1,0,0,0,good
letfreedomringblog.com/?p=5930,30,0,0,1,0,0,0,0,1,0,0,0,23,6,2,1,-1,0,0,0,good
teaser-trailer.com/hanna-film-poster/,37,0,0,1,0,0,0,0,2,0,0,0,37,0,0,1,-1,0,0,0,good
qwestoverseas.com/layerslider/css/login.jsp.htm,47,0,0,3,0,0,0,0,3,0,0,1,47,0,0,1,-1,0,0,0,bad
birolmuhendislik.com.tr/wp-includes/fonts/mail.htm,50,0,0,3,0,0,0,0,3,0,0,0,50,0,0,1,-1,0,0,0,bad
